# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AMPKalpha	FBgn0023169	FBtr0070216	protein_coding	0	2	0	26	1	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	2	9
AMPKalpha	FBgn0023169	FBtr0070217	protein_coding	0	2	0	26	2	0	2	0	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0	0	0	2	9
AMPKalpha	FBgn0023169	FBtr0070218	protein_coding	0	2	0	26	2	0	0	0	0	0	0	7	0	0	8	0	0	0	0	0	0	0	0	0	0	2	9
AMPdeam	FBgn0052626	FBtr0073833	protein_coding	0	17	0	148	1	2	12	0	0	0	0	25	0	0	41	0	0	0	0	0	0	0	0	0	0	15	69
AMPdeam	FBgn0052626	FBtr0301044	protein_coding	0	15	1	327	1	0	14	0	0	0	0	25	0	0	205	1	0	0	0	0	0	0	0	0	0	15	82
AMPdeam	FBgn0052626	FBtr0301045	protein_coding	1	15	0	224	1	0	2	0	0	0	0	25	0	0	88	0	0	1	0	1	2	0	0	0	0	14	109
AMPdeam	FBgn0052626	FBtr0301046	protein_coding	0	14	1	196	1	0	2	0	0	0	0	25	0	0	62	1	0	0	0	0	0	0	0	0	0	14	106
AMPdeam	FBgn0052626	FBtr0303292	protein_coding	0	14	1	196	1	0	2	0	0	0	0	25	0	0	62	1	0	0	0	0	0	0	0	0	0	14	106
AMPdeam	FBgn0052626	FBtr0309245	protein_coding	1	3	5	334	39	0	14	0	0	0	0	25	1	0	174	5	0	0	0	0	0	0	1	0	0	3	82
AMPdeam	FBgn0052626	FBtr0309246	protein_coding	0	14	1	196	1	0	2	0	0	0	0	25	0	0	62	1	0	0	0	0	0	0	0	0	0	14	106
AMPdeam	FBgn0052626	FBtr0340444	protein_coding	1	14	1	222	1	0	0	0	0	0	0	25	1	0	88	1	0	0	0	1	1	0	0	0	0	14	109
AMPdeam	FBgn0052626	FBtr0340445	protein_coding	0	14	1	196	1	0	2	0	0	0	0	25	0	0	62	1	0	0	0	0	0	0	0	0	0	14	106
AOX1	FBgn0267408	FBtr0083154	protein_coding	0	20	5	148	2	1	3	0	0	0	0	63	0	0	12	5	0	0	0	0	2	0	0	0	0	17	70
AOX2	FBgn0038348	FBtr0345258	protein_coding	0	30	9	109	0	0	0	0	0	0	0	48	0	0	19	9	0	0	0	0	0	0	0	0	0	30	42
AOX3	FBgn0038349	FBtr0083151	protein_coding	0	13	4	174	7	2	6	0	0	0	0	71	0	0	7	4	0	0	0	0	0	0	0	0	0	11	83
AOX4	FBgn0038350	FBtr0083150	protein_coding	0	32	12	141	0	0	1	0	0	0	0	58	0	0	5	12	0	0	0	0	3	0	0	0	1	31	77
AP-1-2beta	FBgn0010380	FBtr0074789	protein_coding	0	22	1	208	2	0	3	0	0	0	0	119	0	0	8	1	0	0	0	0	0	0	0	0	0	22	76
AP-1gamma	FBgn0030089	FBtr0071294	protein_coding	0	29	1	244	7	0	1	0	0	0	0	73	0	0	89	1	0	0	0	0	5	0	0	0	0	24	79
AP-1gamma	FBgn0030089	FBtr0071295	protein_coding	0	30	1	216	7	1	3	0	0	0	0	73	0	0	72	1	0	0	0	0	5	0	0	0	0	24	66
AP-1gamma	FBgn0030089	FBtr0071296	protein_coding	0	29	1	244	7	0	1	0	0	0	0	73	0	0	89	1	0	0	0	0	5	0	0	0	0	24	79
AP-1gamma	FBgn0030089	FBtr0071297	protein_coding	0	30	1	216	7	1	3	0	0	0	0	73	0	0	72	1	0	0	0	0	5	0	0	0	0	24	66
AP-1gamma	FBgn0030089	FBtr0071298	protein_coding	0	30	1	216	7	1	3	0	0	0	0	73	0	0	72	1	0	0	0	0	5	0	0	0	0	24	66
AP-1gamma	FBgn0030089	FBtr0112965	protein_coding	0	30	1	216	7	1	4	0	0	0	0	73	0	0	71	1	0	0	0	0	5	0	0	0	0	24	66
AP-1gamma	FBgn0030089	FBtr0309254	protein_coding	0	29	1	206	7	0	4	0	0	0	0	73	0	0	66	1	0	0	0	0	5	0	0	0	0	24	61
AP-1gamma	FBgn0030089	FBtr0309255	protein_coding	0	30	1	215	7	1	4	0	0	0	0	72	0	0	71	1	0	0	0	0	5	0	0	0	0	24	66
AP-1gamma	FBgn0030089	FBtr0333808	protein_coding	0	32	1	216	7	2	7	0	0	0	0	73	0	0	68	1	0	0	0	0	6	0	0	0	0	24	66
AP-1mu	FBgn0024833	FBtr0082114	protein_coding	0	5	0	73	0	0	6	0	0	0	0	24	0	0	1	0	0	0	0	0	0	0	0	0	0	5	42
AP-1sigma	FBgn0039132	FBtr0084496	protein_coding	0	2	0	153	0	0	2	0	0	0	0	33	0	0	37	0	0	0	0	0	1	0	0	0	0	1	82
AP-1sigma	FBgn0039132	FBtr0305039	protein_coding	0	2	0	134	8	0	2	0	0	0	0	26	0	0	17	0	0	0	0	0	1	0	0	0	0	1	82
AP-1sigma	FBgn0039132	FBtr0305040	protein_coding	0	3	0	132	2	0	2	0	0	0	0	30	0	0	17	0	0	0	0	0	2	0	0	0	0	1	82
AP-1sigma	FBgn0039132	FBtr0335244	protein_coding	0	2	0	129	0	0	2	0	0	0	0	31	0	0	15	0	0	0	0	0	1	0	0	0	0	1	82
AP-2alpha	FBgn0264855	FBtr0089488	protein_coding	0	12	0	124	18	0	3	0	0	0	0	52	0	0	16	0	0	0	0	0	1	0	0	0	0	11	36
AP-2alpha	FBgn0264855	FBtr0089489	protein_coding	0	12	0	84	8	0	0	0	0	0	0	44	0	0	6	0	0	0	0	0	1	0	0	0	0	11	27
AP-2mu	FBgn0263351	FBtr0084252	protein_coding	1	15	0	169	10	0	1	0	0	0	0	91	1	0	6	0	0	0	0	1	1	0	0	0	0	15	62
AP-2mu	FBgn0263351	FBtr0084253	protein_coding	1	15	0	169	10	0	2	0	0	0	0	91	1	0	5	0	0	0	0	1	1	0	0	0	0	15	62
AP-2mu	FBgn0263351	FBtr0301866	protein_coding	1	15	0	169	8	0	2	0	0	0	0	91	1	0	7	0	0	0	0	1	1	0	0	0	0	15	62
AP-2sigma	FBgn0043012	FBtr0084103	protein_coding	0	0	0	83	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
APC10	FBgn0034231	FBtr0086951	protein_coding	0	9	0	199	1	0	4	0	0	0	0	105	0	0	1	0	0	0	0	0	1	0	0	0	0	8	89
APC4	FBgn0052707	FBtr0071285	protein_coding	0	9	0	94	2	0	0	0	0	0	0	13	0	0	3	0	0	0	0	0	3	0	0	0	0	7	78
APC4	FBgn0052707	FBtr0309872	protein_coding	0	9	0	94	2	0	0	0	0	0	0	13	0	0	3	0	0	0	0	0	3	0	0	0	0	7	78
APC7	FBgn0029879	FBtr0070946	protein_coding	1	27	10	232	15	0	0	0	0	1	0	120	0	0	18	9	0	0	0	0	1	1	0	0	0	26	80
APC7	FBgn0029879	FBtr0070947	protein_coding	0	25	10	237	15	2	9	0	0	1	0	120	0	0	12	9	0	0	0	0	1	0	0	0	0	22	82
APP-BP1	FBgn0261112	FBtr0076208	protein_coding	0	25	1	303	1	0	2	0	0	0	0	204	0	0	22	1	0	0	0	0	4	0	0	0	0	21	78
APP-BP1	FBgn0261112	FBtr0331179	protein_coding	0	25	1	299	1	0	0	0	0	0	0	204	0	0	22	1	0	0	0	0	4	0	0	0	0	21	76
AQP	FBgn0033807	FBtr0087766	protein_coding	0	20	2	295	17	0	4	0	0	0	0	103	0	0	52	2	0	0	0	0	3	0	0	0	0	17	122
AQP	FBgn0033807	FBtr0300286	protein_coding	0	19	2	301	17	0	1	0	0	0	0	103	0	0	68	2	0	0	0	0	2	0	0	0	0	17	114
ARY	FBgn0058064	FBtr0301807	protein_coding	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ARY	FBgn0058064	FBtr0301808	protein_coding	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASPP	FBgn0034606	FBtr0071622	protein_coding	6	45	15	1476	27	3	13	1	1	2	4	187	6	0	983	7	0	0	0	0	2	0	0	0	0	40	268
ASPP	FBgn0034606	FBtr0071623	protein_coding	6	46	16	467	27	1	4	1	1	2	4	187	6	0	68	8	0	0	0	0	2	0	0	0	0	43	183
ASPP	FBgn0034606	FBtr0330232	protein_coding	6	46	15	1480	27	4	19	1	1	2	4	187	6	0	983	7	0	0	0	0	2	0	0	0	0	40	266
ATP7	FBgn0030343	FBtr0273257	protein_coding	0	13	0	123	0	0	0	0	0	0	0	12	0	0	50	0	0	0	0	0	0	0	0	0	0	13	61
ATP7	FBgn0030343	FBtr0334454	protein_coding	0	13	0	133	3	0	0	0	0	0	0	19	0	0	50	0	0	0	0	0	0	0	0	0	0	13	61
ATP8B	FBgn0037989	FBtr0300351	protein_coding	0	23	13	271	18	0	3	0	0	0	0	108	0	0	81	13	0	0	0	0	5	0	0	0	0	18	66
ATP8B	FBgn0037989	FBtr0307015	protein_coding	0	23	11	441	18	1	3	0	0	0	0	108	0	0	249	11	0	0	0	0	5	0	0	0	0	17	68
ATP8B	FBgn0037989	FBtr0307016	protein_coding	0	22	6	279	18	0	3	0	0	0	0	108	0	0	89	6	0	0	0	0	5	0	0	0	0	17	66
ATP8B	FBgn0037989	FBtr0339643	protein_coding	0	22	4	449	18	1	3	0	0	0	0	108	0	0	257	4	0	0	0	0	5	0	0	0	0	16	68
ATP8B	FBgn0037989	FBtr0339644	protein_coding	0	22	10	443	18	1	3	0	0	0	0	108	0	0	251	10	0	0	0	0	5	0	0	0	0	16	68
ATP8B	FBgn0037989	FBtr0339645	protein_coding	0	23	11	441	18	1	3	0	0	0	0	108	0	0	249	11	0	0	0	0	5	0	0	0	0	17	68
ATP8B	FBgn0037989	FBtr0339646	protein_coding	0	22	10	443	18	1	3	0	0	0	0	108	0	0	251	10	0	0	0	0	5	0	0	0	0	16	68
ATPCL	FBgn0020236	FBtr0300596	protein_coding	0	59	4	254	6	0	1	0	0	0	0	102	0	0	71	4	0	0	0	0	2	0	0	0	0	57	76
ATPCL	FBgn0020236	FBtr0300597	protein_coding	0	59	4	262	14	0	1	0	0	0	0	102	0	0	71	4	0	0	0	0	2	0	0	0	0	57	76
ATPCL	FBgn0020236	FBtr0300598	protein_coding	0	58	4	233	6	0	0	0	0	0	0	102	0	0	55	4	0	0	0	0	1	0	0	0	0	57	71
ATPCL	FBgn0020236	FBtr0340016	protein_coding	0	58	4	233	6	0	0	0	0	0	0	102	0	0	55	4	0	0	0	0	1	0	0	0	0	57	71
ATPsyn-Cf6	FBgn0016119	FBtr0084432	protein_coding	0	7	0	297	4	0	1	0	0	0	0	119	0	0	20	0	0	0	0	0	1	0	0	0	0	6	154
ATPsyn-Cf6	FBgn0016119	FBtr0305982	protein_coding	0	7	0	296	5	0	9	0	0	0	0	119	0	0	11	0	0	0	0	0	1	0	0	0	0	6	153
ATPsyn-Cf6	FBgn0016119	FBtr0333777	protein_coding	0	7	0	302	7	0	1	0	0	0	0	121	0	0	20	0	0	0	0	0	1	0	0	0	0	6	154
ATPsyn-b	FBgn0019644	FBtr0076405	protein_coding	0	13	0	271	0	0	1	0	0	0	0	158	0	0	12	0	0	0	0	0	1	0	0	0	0	12	101
ATPsyn-beta	FBgn0010217	FBtr0089186	protein_coding	0	1	0	45	0	0	0	0	0	0	0	18	0	0	3	0	0	0	0	0	0	0	0	0	0	1	24
ATPsyn-beta	FBgn0010217	FBtr0333672	protein_coding	1	1	0	46	0	0	0	0	0	0	0	18	0	0	4	0	0	0	1	0	0	0	0	0	0	1	25
ATPsyn-beta	FBgn0010217	FBtr0344754	protein_coding	0	1	0	46	1	0	0	0	0	0	0	18	0	0	3	0	0	0	0	0	0	0	0	0	0	1	24
ATPsyn-d	FBgn0016120	FBtr0083727	protein_coding	0	5	0	254	1	0	0	0	0	0	0	154	0	0	6	0	0	0	0	0	0	0	0	0	0	5	93
ATPsyn-d	FBgn0016120	FBtr0083728	protein_coding	0	5	0	254	1	0	1	0	0	0	0	154	0	0	5	0	0	0	0	0	0	0	0	0	0	5	93
ATPsyn-d	FBgn0016120	FBtr0346155	protein_coding	0	6	0	254	16	0	1	0	0	0	0	139	0	0	5	0	0	0	0	0	1	0	0	0	0	5	93
ATPsyn-gamma	FBgn0020235	FBtr0085539	protein_coding	0	3	0	136	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	3	57
ATPsyn-gamma	FBgn0020235	FBtr0085540	protein_coding	0	4	0	136	0	1	10	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	3	47
ATPsyn-gamma	FBgn0020235	FBtr0085541	protein_coding	0	3	0	136	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	3	57
ATbp	FBgn0039946	FBtr0301978	protein_coding	0	0	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Aac11	FBgn0027885	FBtr0081001	protein_coding	0	15	3	183	19	0	0	0	0	0	1	83	0	0	22	2	0	0	0	0	3	0	0	0	0	12	62
Aatf	FBgn0031851	FBtr0079299	protein_coding	0	18	14	191	5	0	1	1	0	0	2	81	0	0	2	11	0	0	0	0	0	0	0	0	0	18	102
Aats-ala	FBgn0027094	FBtr0079721	protein_coding	0	42	3	280	5	0	0	0	0	0	0	149	0	0	15	3	0	0	0	0	1	0	0	0	0	41	112
Aats-ala	FBgn0027094	FBtr0079722	protein_coding	0	44	3	278	5	2	4	0	0	0	0	149	0	0	9	3	0	0	0	0	1	0	0	0	0	41	112
Aats-ala-m	FBgn0028962	FBtr0077168	protein_coding	0	73	19	419	7	1	2	0	0	0	0	191	0	0	40	19	0	0	0	0	11	0	0	0	0	65	186
Aats-arg	FBgn0027093	FBtr0074178	protein_coding	0	11	8	73	0	1	1	0	0	0	0	23	0	0	5	8	0	0	0	0	0	0	0	0	0	10	44
Aats-asn	FBgn0086443	FBtr0081162	protein_coding	0	10	4	189	8	0	2	0	0	0	0	118	0	0	1	4	0	0	0	0	0	0	0	0	0	10	60
Aats-asn	FBgn0086443	FBtr0332578	protein_coding	0	11	4	201	31	0	2	0	0	0	0	107	0	0	1	4	0	0	0	0	1	0	0	0	0	10	60
Aats-asp	FBgn0002069	FBtr0087784	protein_coding	0	8	2	228	1	0	2	0	0	0	0	119	0	0	23	2	0	0	0	0	2	0	0	0	0	6	85
Aats-asp	FBgn0002069	FBtr0332882	protein_coding	0	9	2	281	1	1	6	0	0	0	0	119	0	0	81	2	0	0	0	0	2	0	0	0	0	6	76
Aats-asp	FBgn0002069	FBtr0339391	protein_coding	0	8	2	226	1	0	1	0	0	0	0	119	0	0	22	2	0	0	0	0	2	0	0	0	0	6	85
Aats-cys	FBgn0027091	FBtr0087234	protein_coding	0	44	5	332	4	0	3	0	0	0	0	143	0	0	12	5	0	0	0	0	5	0	0	0	0	40	174
Aats-gln	FBgn0027090	FBtr0084866	protein_coding	0	8	5	144	0	0	0	0	0	0	0	46	0	0	0	5	0	0	0	0	0	0	0	0	0	8	98
Aats-glupro	FBgn0005674	FBtr0084511	protein_coding	0	48	13	242	7	0	0	0	0	0	0	157	0	0	23	13	0	0	0	0	1	0	0	0	0	47	56
Aats-glupro	FBgn0005674	FBtr0084512	protein_coding	0	31	11	239	7	0	0	0	0	0	0	157	0	0	9	11	0	0	0	0	0	0	0	0	0	31	66
Aats-gly	FBgn0027088	FBtr0075632	protein_coding	0	21	4	134	0	0	4	0	0	0	0	97	0	0	2	4	0	0	0	0	2	0	0	0	0	19	33
Aats-gly	FBgn0027088	FBtr0075633	protein_coding	0	20	8	131	0	0	1	0	0	0	1	97	0	0	0	7	0	0	0	0	0	0	0	0	0	20	33
Aats-gly	FBgn0027088	FBtr0333934	protein_coding	0	21	8	130	0	0	0	0	0	0	1	97	0	0	1	7	0	0	0	0	1	0	0	0	0	20	33
Aats-his	FBgn0027087	FBtr0074593	protein_coding	0	24	3	306	6	0	2	0	0	0	0	101	0	0	60	3	0	0	0	0	1	0	0	0	0	23	138
Aats-his	FBgn0027087	FBtr0333804	protein_coding	0	24	4	305	6	0	8	0	0	0	0	101	0	0	53	4	0	0	0	0	1	0	0	0	0	23	138
Aats-his	FBgn0027087	FBtr0333805	protein_coding	0	24	4	305	6	0	2	0	0	0	0	101	0	0	59	4	0	0	0	0	1	0	0	0	0	23	138
Aats-his	FBgn0027087	FBtr0333806	protein_coding	0	24	4	305	6	0	13	0	0	0	0	101	0	0	48	4	0	0	0	0	1	0	0	0	0	23	138
Aats-ile	FBgn0027086	FBtr0078498	protein_coding	0	8	3	46	0	0	0	0	0	0	0	16	0	0	6	3	0	0	0	0	1	0	0	0	0	7	25
Aats-ile	FBgn0027086	FBtr0078499	protein_coding	0	8	3	46	0	0	0	0	0	0	0	16	0	0	6	3	0	0	0	0	1	0	0	0	0	7	25
Aats-ile	FBgn0027086	FBtr0078500	protein_coding	0	8	3	46	0	0	0	0	0	0	0	16	0	0	6	3	0	0	0	0	1	0	0	0	0	7	25
Aats-leu	FBgn0027085	FBtr0073348	protein_coding	0	28	11	191	8	1	2	0	0	0	0	74	0	0	9	11	0	0	0	0	0	0	0	0	0	27	98
Aats-lys	FBgn0027084	FBtr0071366	protein_coding	0	15	1	144	1	0	1	0	0	0	0	47	0	0	15	1	0	0	0	0	3	0	0	0	0	12	83
Aats-lys	FBgn0027084	FBtr0071367	protein_coding	0	15	1	142	1	0	1	0	0	0	0	47	0	0	14	1	0	0	0	0	3	0	0	0	0	12	82
Aats-lys	FBgn0027084	FBtr0303560	protein_coding	0	15	1	142	1	0	1	0	0	0	0	47	0	0	14	1	0	0	0	0	3	0	0	0	0	12	82
Aats-met	FBgn0027083	FBtr0082895	protein_coding	0	16	10	310	0	1	6	0	0	0	0	108	0	0	149	10	0	0	0	0	0	0	0	0	0	15	47
Aats-met	FBgn0027083	FBtr0337021	protein_coding	0	16	10	312	15	1	6	0	0	0	0	95	0	0	149	10	0	0	0	0	0	0	0	0	0	15	47
Aats-met	FBgn0027083	FBtr0347148	protein_coding	0	16	10	333	66	1	6	0	0	0	0	65	0	0	149	10	0	0	0	0	0	0	0	0	0	15	47
Aats-phe	FBgn0020766	FBtr0087594	protein_coding	0	14	4	166	1	0	0	0	0	0	0	65	0	0	4	4	0	0	0	0	1	0	0	0	0	13	97
Aats-pro	FBgn0027082	FBtr0072948	protein_coding	0	23	11	298	0	0	7	0	0	0	0	155	0	0	10	11	0	0	0	0	1	0	0	0	0	22	127
Aats-pro	FBgn0027082	FBtr0333447	protein_coding	0	7	2	323	25	0	7	0	0	0	0	155	0	0	10	2	0	0	0	0	1	0	0	0	0	6	127
Aats-ser	FBgn0021750	FBtr0083086	protein_coding	0	4	1	41	0	0	1	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	4	24
Aats-ser	FBgn0021750	FBtr0334589	protein_coding	0	4	1	46	2	0	1	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	4	24
Aats-thr	FBgn0027081	FBtr0080331	protein_coding	0	16	6	242	3	0	2	0	0	0	0	117	0	0	24	6	0	0	0	0	2	0	0	0	0	14	98
Aats-thr	FBgn0027081	FBtr0080332	protein_coding	0	18	11	236	3	1	3	0	0	1	0	117	0	0	17	10	0	0	0	0	2	0	0	0	0	15	98
Aats-thr	FBgn0027081	FBtr0080333	protein_coding	0	16	6	236	3	0	1	0	0	0	0	117	0	0	9	6	0	0	0	0	2	0	0	0	0	14	108
Aats-thr	FBgn0027081	FBtr0346436	protein_coding	0	18	11	248	18	1	3	0	0	1	0	114	0	0	17	10	0	0	0	0	2	0	0	0	0	15	98
Aats-trp	FBgn0010803	FBtr0081981	protein_coding	1	4	3	129	4	0	3	1	0	0	0	44	0	0	1	3	0	0	0	0	0	0	0	1	0	4	77
Aats-tyr	FBgn0027080	FBtr0075410	protein_coding	0	20	2	182	3	0	0	0	0	0	0	99	0	0	9	2	0	0	0	0	3	0	0	0	1	16	74
Aats-tyr-m	FBgn0035064	FBtr0072429	protein_coding	0	2	0	43	1	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	2	30
Aats-val	FBgn0027079	FBtr0087734	protein_coding	0	51	9	244	4	1	4	0	0	0	0	79	0	0	20	9	0	0	0	0	3	0	0	0	0	47	140
Aats-val	FBgn0027079	FBtr0087735	protein_coding	0	50	9	239	4	0	0	0	0	0	0	79	0	0	20	9	0	0	0	0	3	0	0	0	0	47	139
Aats-val	FBgn0027079	FBtr0333148	protein_coding	0	51	10	243	4	1	4	0	0	0	0	79	0	0	19	10	0	0	0	0	3	0	0	0	0	47	140
Abd-B	FBgn0000015	FBtr0083381	protein_coding	0	15	0	587	8	0	8	0	0	0	0	79	0	0	415	0	0	0	0	0	3	0	0	0	0	13	79
Abd-B	FBgn0000015	FBtr0083382	protein_coding	0	15	0	540	8	0	3	0	0	0	0	79	0	0	387	0	0	0	0	0	3	0	0	0	0	13	65
Abd-B	FBgn0000015	FBtr0083383	protein_coding	0	16	0	327	8	1	9	0	0	0	0	79	0	0	208	0	0	0	0	0	3	0	0	0	0	13	25
Abd-B	FBgn0000015	FBtr0083384	protein_coding	0	23	6	238	8	3	25	1	0	0	0	79	0	0	56	5	0	0	0	0	2	0	0	0	0	19	71
Abd-B	FBgn0000015	FBtr0083385	protein_coding	0	15	0	732	27	0	7	0	0	0	0	70	0	0	562	0	0	0	0	0	3	0	0	0	0	13	68
Abd-B	FBgn0000015	FBtr0330709	protein_coding	0	14	0	218	8	0	0	0	0	0	0	79	0	0	39	0	0	0	0	0	2	0	0	0	0	13	93
Abd-B	FBgn0000015	FBtr0346764	protein_coding	0	14	0	218	8	0	0	0	0	0	0	79	0	0	39	0	0	0	0	0	2	0	0	0	0	13	93
Abi	FBgn0020510	FBtr0082910	protein_coding	0	22	1	220	12	0	4	0	0	0	0	72	0	0	42	1	0	0	0	0	5	0	0	0	0	17	95
Abi	FBgn0020510	FBtr0112896	protein_coding	0	21	1	220	12	0	1	0	0	0	0	72	0	0	41	1	0	0	0	0	4	0	0	0	0	17	98
Abi	FBgn0020510	FBtr0307076	protein_coding	0	22	1	220	12	0	3	0	0	0	0	72	0	0	43	1	0	0	0	0	5	0	0	0	0	17	95
Abi	FBgn0020510	FBtr0307077	protein_coding	0	23	1	219	12	0	4	0	0	0	0	72	0	0	42	1	0	0	0	0	6	0	0	0	0	17	95
Abi	FBgn0020510	FBtr0337096	protein_coding	0	22	1	220	12	0	4	0	0	0	0	72	0	0	42	1	0	0	0	0	5	0	0	0	0	17	95
Abi	FBgn0020510	FBtr0337097	protein_coding	0	22	1	220	12	0	3	0	0	0	0	72	0	0	43	1	0	0	0	0	5	0	0	0	0	17	95
Abl	FBgn0000017	FBtr0075357	protein_coding	0	16	4	535	2	0	5	1	0	0	0	8	0	0	434	3	0	0	0	0	1	0	0	0	0	15	87
Abl	FBgn0000017	FBtr0112790	protein_coding	0	16	4	556	13	0	5	1	0	0	0	18	0	0	434	3	0	0	0	0	1	0	0	0	0	15	87
Abl	FBgn0000017	FBtr0330130	protein_coding	0	16	6	533	2	0	5	1	0	0	0	8	0	0	432	5	0	0	0	0	1	0	0	0	0	15	87
Abl	FBgn0000017	FBtr0330131	protein_coding	0	16	6	533	2	0	5	1	0	0	0	8	0	0	432	5	0	0	0	0	1	0	0	0	0	15	87
Abl	FBgn0000017	FBtr0330132	protein_coding	0	16	6	533	2	0	5	1	0	0	0	8	0	0	432	5	0	0	0	0	1	0	0	0	0	15	87
Abl	FBgn0000017	FBtr0330133	protein_coding	0	16	6	533	2	0	5	1	0	0	0	8	0	0	432	5	0	0	0	0	1	0	0	0	0	15	87
Abl	FBgn0000017	FBtr0330134	protein_coding	0	16	4	535	2	0	5	1	0	0	0	8	0	0	434	3	0	0	0	0	1	0	0	0	0	15	87
Abl	FBgn0000017	FBtr0330135	protein_coding	0	16	4	535	2	0	5	1	0	0	0	8	0	0	434	3	0	0	0	0	1	0	0	0	0	15	87
Abl	FBgn0000017	FBtr0330136	protein_coding	0	16	4	535	2	0	5	1	0	0	0	8	0	0	434	3	0	0	0	0	1	0	0	0	0	15	87
Abl	FBgn0000017	FBtr0345369	protein_coding	0	16	4	556	13	0	5	1	0	0	0	18	0	0	434	3	0	0	0	0	1	0	0	0	0	15	87
Abp1	FBgn0036372	FBtr0075819	protein_coding	0	11	1	128	3	1	4	0	0	0	0	58	0	0	2	1	0	0	0	0	0	0	0	0	0	10	61
Ac13E	FBgn0022710	FBtr0074073	protein_coding	0	45	11	267	18	1	4	0	0	0	0	77	0	0	61	11	0	0	0	0	1	0	0	0	0	43	107
Ac13E	FBgn0022710	FBtr0100142	protein_coding	0	45	11	273	23	1	4	0	0	0	0	78	0	0	61	11	0	0	0	0	1	0	0	0	0	43	107
Ac13E	FBgn0022710	FBtr0332497	protein_coding	0	45	11	1011	21	0	9	0	0	0	0	77	0	0	826	11	0	0	0	0	1	0	0	0	0	44	78
Ac3	FBgn0023416	FBtr0085897	protein_coding	0	6	3	169	7	1	6	0	0	0	0	24	0	0	97	3	0	0	0	0	2	0	0	0	0	3	37
Ac3	FBgn0023416	FBtr0100324	protein_coding	0	6	1	126	1	1	6	0	0	0	0	29	0	0	55	1	0	0	0	0	2	0	0	0	0	3	37
Ac76E	FBgn0004852	FBtr0074897	protein_coding	0	21	5	655	9	0	4	0	0	0	1	28	0	0	531	4	0	0	0	0	7	0	0	0	0	15	89
Ac76E	FBgn0004852	FBtr0304746	protein_coding	0	21	5	655	9	0	4	0	0	0	1	28	0	0	531	4	0	0	0	0	7	0	0	0	0	15	89
Ac78C	FBgn0024150	FBtr0301701	protein_coding	0	21	10	451	11	0	6	0	0	0	0	45	0	0	336	10	0	0	0	0	2	0	0	0	0	19	55
Ac78C	FBgn0024150	FBtr0305501	protein_coding	0	14	7	191	11	0	0	0	0	0	0	45	0	0	83	7	0	0	0	0	2	0	0	0	0	12	54
Ac78C	FBgn0024150	FBtr0330066	protein_coding	0	21	10	191	11	0	2	0	0	0	0	45	0	0	124	10	0	0	0	0	2	0	0	0	0	19	11
Ac78C	FBgn0024150	FBtr0330067	protein_coding	0	22	10	450	10	0	6	0	0	0	0	45	0	0	336	10	0	0	0	0	2	0	0	0	0	20	55
Ac78C	FBgn0024150	FBtr0333358	protein_coding	0	21	10	451	11	0	6	0	0	0	0	45	0	0	336	10	0	0	0	0	2	0	0	0	0	19	55
AcCoAS	FBgn0012034	FBtr0078413	protein_coding	0	10	2	132	10	0	2	0	0	0	0	34	0	0	57	2	0	0	0	0	4	0	0	0	0	6	30
AcCoAS	FBgn0012034	FBtr0078414	protein_coding	0	6	1	106	0	0	1	0	0	0	0	42	0	0	30	1	0	0	0	0	1	0	0	0	0	5	34
